datetime,lake,variable,unit,ThermoclineDepth,type,concentration_mg_per_L
9/30/09,Mendota,tp,MilliGM-PER-L,17.5,epi,0.203731861
9/30/09,Mendota,tp,MilliGM-PER-L,17.5,hypo,0.572483641
10/28/09,Mendota,tp,MilliGM-PER-L,17.5,all,0.168206019
10/28/09,Mendota,tp,MilliGM-PER-L,17.5,epi,0.167067755
10/28/09,Mendota,tp,MilliGM-PER-L,17.5,hypo,0.179971896
2/1/10,Mendota,tp,MilliGM-PER-L,0,all,0.133539615
4/13/10,Mendota,tp,MilliGM-PER-L,0,all,0.074464085
5/10/10,Mendota,tp,MilliGM-PER-L,17.5,all,0.060704292
5/10/10,Mendota,tp,MilliGM-PER-L,17.5,epi,0.060934504
5/10/10,Mendota,tp,MilliGM-PER-L,17.5,hypo,0.058324664
6/7/10,Mendota,tp,MilliGM-PER-L,13.07224601,all,0.088876369
6/7/10,Mendota,tp,MilliGM-PER-L,13.07224601,epi,0.068456078
6/7/10,Mendota,tp,MilliGM-PER-L,13.07224601,hypo,0.160601959
7/5/10,Mendota,tp,MilliGM-PER-L,15.18480266,all,0.105474297
7/5/10,Mendota,tp,MilliGM-PER-L,15.18480266,epi,0.072796376
7/5/10,Mendota,tp,MilliGM-PER-L,15.18480266,hypo,0.289828309
8/3/10,Mendota,tp,MilliGM-PER-L,14.28862182,all,0.113846571
8/3/10,Mendota,tp,MilliGM-PER-L,14.28862182,epi,0.060315369
8/3/10,Mendota,tp,MilliGM-PER-L,14.28862182,hypo,0.349207135
8/30/10,Mendota,tp,MilliGM-PER-L,16.15450395,all,0.12353705
8/30/10,Mendota,tp,MilliGM-PER-L,16.15450395,epi,0.079199284
8/30/10,Mendota,tp,MilliGM-PER-L,16.15450395,hypo,0.454293823
10/5/10,Mendota,tp,MilliGM-PER-L,17.5,all,0.234436704
10/5/10,Mendota,tp,MilliGM-PER-L,17.5,epi,0.200321326
10/5/10,Mendota,tp,MilliGM-PER-L,17.5,hypo,0.587076762
11/9/10,Mendota,tp,MilliGM-PER-L,17.5,all,0.099327972
11/9/10,Mendota,tp,MilliGM-PER-L,17.5,epi,0.098551834
11/9/10,Mendota,tp,MilliGM-PER-L,17.5,hypo,0.107350671
1/19/11,Mendota,tp,MilliGM-PER-L,0,all,0.097569561
4/18/11,Mendota,tp,MilliGM-PER-L,0,all,0.067126246
5/17/11,Mendota,tp,MilliGM-PER-L,15.36113634,all,0.070825456
5/17/11,Mendota,tp,MilliGM-PER-L,15.36113634,epi,0.069821176
5/17/11,Mendota,tp,MilliGM-PER-L,15.36113634,hypo,0.076491153
6/13/11,Mendota,tp,MilliGM-PER-L,15.44280259,all,0.088409127
6/13/11,Mendota,tp,MilliGM-PER-L,15.44280259,epi,0.076793878
6/13/11,Mendota,tp,MilliGM-PER-L,15.44280259,hypo,0.15393709
7/11/11,Mendota,tp,MilliGM-PER-L,14.28301964,all,0.103469758
7/11/11,Mendota,tp,MilliGM-PER-L,14.28301964,epi,0.062965242
7/11/11,Mendota,tp,MilliGM-PER-L,14.28301964,hypo,0.281555911
8/4/11,Mendota,tp,MilliGM-PER-L,14.14236598,all,0.104377701
8/4/11,Mendota,tp,MilliGM-PER-L,14.14236598,epi,0.047454402
8/4/11,Mendota,tp,MilliGM-PER-L,14.14236598,hypo,0.35465229
9/12/11,Mendota,tp,MilliGM-PER-L,16.89397293,all,0.132156783
9/12/11,Mendota,tp,MilliGM-PER-L,16.89397293,epi,0.075015777
9/12/11,Mendota,tp,MilliGM-PER-L,16.89397293,hypo,0.558424875
10/3/11,Mendota,tp,MilliGM-PER-L,17.5,all,0.237780217
10/3/11,Mendota,tp,MilliGM-PER-L,17.5,epi,0.207264162
10/3/11,Mendota,tp,MilliGM-PER-L,17.5,hypo,0.553215185
10/31/11,Mendota,tp,MilliGM-PER-L,17.5,all,0.113307548
10/31/11,Mendota,tp,MilliGM-PER-L,17.5,epi,0.113245793
10/31/11,Mendota,tp,MilliGM-PER-L,17.5,hypo,0.113945889
2/22/12,Mendota,tp,MilliGM-PER-L,0,all,0.068438185
4/17/12,Mendota,tp,MilliGM-PER-L,13.31215734,epi,NA
4/17/12,Mendota,tp,MilliGM-PER-L,13.31215734,hypo,NA
5/14/12,Mendota,tp,MilliGM-PER-L,13.50391907,all,0.08977553
5/14/12,Mendota,tp,MilliGM-PER-L,13.50391907,epi,0.083671584
5/14/12,Mendota,tp,MilliGM-PER-L,13.50391907,hypo,0.111215439
6/11/12,Mendota,tp,MilliGM-PER-L,15.12134158,all,0.085386532
6/11/12,Mendota,tp,MilliGM-PER-L,15.12134158,epi,0.061964165
6/11/12,Mendota,tp,MilliGM-PER-L,15.12134158,hypo,0.217524902
7/10/12,Mendota,tp,MilliGM-PER-L,14.77675069,all,0.088935619
7/10/12,Mendota,tp,MilliGM-PER-L,14.77675069,epi,0.034138125
7/10/12,Mendota,tp,MilliGM-PER-L,14.77675069,hypo,0.329863685
8/6/12,Mendota,tp,MilliGM-PER-L,15.35841642,all,0.101841786
8/6/12,Mendota,tp,MilliGM-PER-L,15.35841642,epi,0.04873278
8/6/12,Mendota,tp,MilliGM-PER-L,15.35841642,hypo,0.401458716
8/20/12,Mendota,tp,MilliGM-PER-L,16.98090817,all,0.018637395
8/20/12,Mendota,tp,MilliGM-PER-L,16.98090817,epi,0.018588788
8/20/12,Mendota,tp,MilliGM-PER-L,16.98090817,hypo,0.019
9/4/12,Mendota,tp,MilliGM-PER-L,16.35565187,all,0.118392452
9/4/12,Mendota,tp,MilliGM-PER-L,16.35565187,epi,0.065904162
9/4/12,Mendota,tp,MilliGM-PER-L,16.35565187,hypo,0.509951586
10/1/12,Mendota,tp,MilliGM-PER-L,17.5,all,0.204067933
10/1/12,Mendota,tp,MilliGM-PER-L,17.5,epi,0.169556082
10/1/12,Mendota,tp,MilliGM-PER-L,17.5,hypo,0.560806208
10/29/12,Mendota,tp,MilliGM-PER-L,17.5,all,0.063022299
10/29/12,Mendota,tp,MilliGM-PER-L,17.5,epi,0.063110729
10/29/12,Mendota,tp,MilliGM-PER-L,17.5,hypo,0.062108221
11/29/12,Mendota,tp,MilliGM-PER-L,0,all,0.088376813
4/29/13,Mendota,tp,MilliGM-PER-L,0,all,0.069486433
5/14/13,Mendota,tp,MilliGM-PER-L,14.04480665,all,0.068186976
5/14/13,Mendota,tp,MilliGM-PER-L,14.04480665,epi,0.067774615
5/14/13,Mendota,tp,MilliGM-PER-L,14.04480665,hypo,0.07
6/10/13,Mendota,tp,MilliGM-PER-L,15.37760128,all,0.076601381
6/10/13,Mendota,tp,MilliGM-PER-L,15.37760128,epi,0.058654315
6/10/13,Mendota,tp,MilliGM-PER-L,15.37760128,hypo,0.17785059
7/8/13,Mendota,tp,MilliGM-PER-L,14.79777361,all,0.10849038
7/8/13,Mendota,tp,MilliGM-PER-L,14.79777361,epi,0.071833596
7/8/13,Mendota,tp,MilliGM-PER-L,14.79777361,hypo,0.269659212
8/5/13,Mendota,tp,MilliGM-PER-L,15.91346998,all,0.116516034
8/5/13,Mendota,tp,MilliGM-PER-L,15.91346998,epi,0.076639563
8/5/13,Mendota,tp,MilliGM-PER-L,15.91346998,hypo,0.341480996
8/21/13,Mendota,tp,MilliGM-PER-L,15.47297308,all,0.02
8/21/13,Mendota,tp,MilliGM-PER-L,15.47297308,epi,0.02
8/21/13,Mendota,tp,MilliGM-PER-L,15.47297308,hypo,0.02
9/4/13,Mendota,tp,MilliGM-PER-L,15.91525092,all,0.111079428
9/4/13,Mendota,tp,MilliGM-PER-L,15.91525092,epi,0.062528749
9/4/13,Mendota,tp,MilliGM-PER-L,15.91525092,hypo,0.384980341
9/30/13,Mendota,tp,MilliGM-PER-L,17.5,all,0.162245683
9/30/13,Mendota,tp,MilliGM-PER-L,17.5,epi,0.135691078
9/30/13,Mendota,tp,MilliGM-PER-L,17.5,hypo,0.436732383
10/29/13,Mendota,tp,MilliGM-PER-L,17.5,all,0.085111495
10/29/13,Mendota,tp,MilliGM-PER-L,17.5,epi,0.085553647
10/29/13,Mendota,tp,MilliGM-PER-L,17.5,hypo,0.080541107
12/2/13,Mendota,tp,MilliGM-PER-L,0,all,0.08
4/29/14,Mendota,tp,MilliGM-PER-L,0,all,0.086141095
5/14/14,Mendota,tp,MilliGM-PER-L,11.1242481,all,0.081262457
5/14/14,Mendota,tp,MilliGM-PER-L,11.1242481,epi,0.07863347
5/14/14,Mendota,tp,MilliGM-PER-L,11.1242481,hypo,0.087323875
6/9/14,Mendota,tp,MilliGM-PER-L,13.66353592,all,0.076226936
6/9/14,Mendota,tp,MilliGM-PER-L,13.66353592,epi,0.064029662
6/9/14,Mendota,tp,MilliGM-PER-L,13.66353592,hypo,0.119069457
7/7/14,Mendota,tp,MilliGM-PER-L,15.9892171,all,0.097087321
7/7/14,Mendota,tp,MilliGM-PER-L,15.9892171,epi,0.066643048
7/7/14,Mendota,tp,MilliGM-PER-L,15.9892171,hypo,0.268840105
8/4/14,Mendota,tp,MilliGM-PER-L,16.5330854,all,0.090179576
8/4/14,Mendota,tp,MilliGM-PER-L,16.5330854,epi,0.058785946
8/4/14,Mendota,tp,MilliGM-PER-L,16.5330854,hypo,0.324373957
9/2/14,Mendota,tp,MilliGM-PER-L,15.72190316,all,0.089486926
9/2/14,Mendota,tp,MilliGM-PER-L,15.72190316,epi,0.047702404
9/2/14,Mendota,tp,MilliGM-PER-L,15.72190316,hypo,0.325216252
10/30/14,Mendota,tp,MilliGM-PER-L,17.5,all,0.093075481
10/30/14,Mendota,tp,MilliGM-PER-L,17.5,epi,0.092457932
10/30/14,Mendota,tp,MilliGM-PER-L,17.5,hypo,0.099458893
2/11/15,Mendota,tp,MilliGM-PER-L,0,all,0.112980266
4/24/15,Mendota,tp,MilliGM-PER-L,0,all,0.082609472
5/13/15,Mendota,tp,MilliGM-PER-L,14.29645489,all,0.073432807
5/13/15,Mendota,tp,MilliGM-PER-L,14.29645489,epi,0.070779218
5/13/15,Mendota,tp,MilliGM-PER-L,14.29645489,hypo,0.08509984
6/8/15,Mendota,tp,MilliGM-PER-L,15.13372184,all,0.083833843
6/8/15,Mendota,tp,MilliGM-PER-L,15.13372184,epi,0.070994889
6/8/15,Mendota,tp,MilliGM-PER-L,15.13372184,hypo,0.1562654
7/8/15,Mendota,tp,MilliGM-PER-L,15.20022259,all,0.113604095
7/8/15,Mendota,tp,MilliGM-PER-L,15.20022259,epi,0.077779126
7/8/15,Mendota,tp,MilliGM-PER-L,15.20022259,hypo,0.31571232
8/3/15,Mendota,tp,MilliGM-PER-L,16.3837313,all,0.099427676
8/3/15,Mendota,tp,MilliGM-PER-L,16.3837313,epi,0.067034603
8/3/15,Mendota,tp,MilliGM-PER-L,16.3837313,hypo,0.341077838
8/31/15,Mendota,tp,MilliGM-PER-L,16.47212267,epi,NA
8/31/15,Mendota,tp,MilliGM-PER-L,16.47212267,hypo,NA
10/7/15,Mendota,tp,MilliGM-PER-L,17.5,all,0.177732659
10/7/15,Mendota,tp,MilliGM-PER-L,17.5,epi,0.150331025
10/7/15,Mendota,tp,MilliGM-PER-L,17.5,hypo,0.460974832
11/2/15,Mendota,tp,MilliGM-PER-L,17.5,all,0.096044598
11/2/15,Mendota,tp,MilliGM-PER-L,17.5,epi,0.096221459
11/2/15,Mendota,tp,MilliGM-PER-L,17.5,hypo,0.094216443
1/27/16,Mendota,tp,MilliGM-PER-L,NA,all,0.084474692
4/12/16,Mendota,tp,MilliGM-PER-L,NA,all,0.064739023
5/11/16,Mendota,tp,MilliGM-PER-L,NA,all,0.0609815
6/7/16,Mendota,tp,MilliGM-PER-L,NA,all,0.070425555
7/5/16,Mendota,tp,MilliGM-PER-L,NA,all,0.109083276
8/1/16,Mendota,tp,MilliGM-PER-L,NA,all,0.088992205
8/30/16,Mendota,tp,MilliGM-PER-L,NA,all,0.114353873
10/4/16,Mendota,tp,MilliGM-PER-L,NA,all,0.157640503
11/9/16,Mendota,tp,MilliGM-PER-L,NA,all,0.178879526
2/6/17,Mendota,tp,MilliGM-PER-L,NA,all,0.119383276
5/15/17,Mendota,tp,MilliGM-PER-L,NA,all,0.079303305
6/12/17,Mendota,tp,MilliGM-PER-L,NA,all,0.103942625
7/10/17,Mendota,tp,MilliGM-PER-L,NA,all,0.111848989
8/7/17,Mendota,tp,MilliGM-PER-L,NA,all,0.111483243
9/6/17,Mendota,tp,MilliGM-PER-L,NA,all,0.099942575
10/4/17,Mendota,tp,MilliGM-PER-L,NA,all,0.223432067
11/2/17,Mendota,tp,MilliGM-PER-L,NA,all,0.100692452
12/19/17,Mendota,tp,MilliGM-PER-L,NA,all,0.127215442
1/23/18,Mendota,tp,MilliGM-PER-L,NA,all,0.119146522
5/7/18,Mendota,tp,MilliGM-PER-L,NA,all,0.098099161
6/11/18,Mendota,tp,MilliGM-PER-L,NA,all,0.106153577
6/25/18,Mendota,tp,MilliGM-PER-L,NA,all,0.069994327
7/9/18,Mendota,tp,MilliGM-PER-L,NA,all,0.102294277
7/23/18,Mendota,tp,MilliGM-PER-L,NA,all,0.038543907
8/6/18,Mendota,tp,MilliGM-PER-L,NA,all,0.09151337
9/4/18,Mendota,tp,MilliGM-PER-L,NA,all,0.096132166
9/19/18,Mendota,tp,MilliGM-PER-L,NA,all,0.032186976
10/2/18,Mendota,tp,MilliGM-PER-L,NA,all,0.162844105
10/29/18,Mendota,tp,MilliGM-PER-L,NA,all,0.121961569
11/30/18,Mendota,tp,MilliGM-PER-L,NA,all,0.130466552
2/21/19,Mendota,tp,MilliGM-PER-L,NA,all,0.15882299
4/15/19,Mendota,tp,MilliGM-PER-L,NA,all,0.159249581
4/29/19,Mendota,tp,MilliGM-PER-L,NA,all,0.117818698
5/13/19,Mendota,tp,MilliGM-PER-L,NA,all,0.10310962
6/11/19,Mendota,tp,MilliGM-PER-L,NA,all,0.127489985
7/8/19,Mendota,tp,MilliGM-PER-L,NA,all,0.173133942
8/5/19,Mendota,tp,MilliGM-PER-L,NA,all,0.154520227
8/21/19,Mendota,tp,MilliGM-PER-L,NA,all,0.051
9/4/19,Mendota,tp,MilliGM-PER-L,NA,all,0.170893439
10/4/19,Mendota,tp,MilliGM-PER-L,NA,all,0.248423779
10/28/19,Mendota,tp,MilliGM-PER-L,NA,all,0.157576665
6/2/20,Mendota,tp,MilliGM-PER-L,NA,all,0.127555007
6/12/20,Mendota,tp,MilliGM-PER-L,NA,all,0.118462013
6/24/20,Mendota,tp,MilliGM-PER-L,NA,all,0.111034632
7/8/20,Mendota,tp,MilliGM-PER-L,NA,all,0.123778375
7/22/20,Mendota,tp,MilliGM-PER-L,NA,all,0.139521937
8/6/20,Mendota,tp,MilliGM-PER-L,NA,all,0.14199977
8/20/20,Mendota,tp,MilliGM-PER-L,NA,all,0.136840339
9/2/20,Mendota,tp,MilliGM-PER-L,NA,all,0.146863131
9/18/20,Mendota,tp,MilliGM-PER-L,NA,all,0.173035603
10/8/20,Mendota,tp,MilliGM-PER-L,NA,all,0.127274264
11/3/20,Mendota,tp,MilliGM-PER-L,NA,all,0.097556093
12/10/20,Mendota,tp,MilliGM-PER-L,NA,all,0.11274149
3/3/21,Mendota,tp,MilliGM-PER-L,NA,all,0.126673014
4/22/21,Mendota,tp,MilliGM-PER-L,NA,all,0.069362605
5/17/21,Mendota,tp,MilliGM-PER-L,NA,all,0.087348495
6/16/21,Mendota,tp,MilliGM-PER-L,NA,all,0.09040814
7/16/21,Mendota,tp,MilliGM-PER-L,NA,all,0.09942146
11/4/21,Mendota,tp,MilliGM-PER-L,NA,all,0.096362605
